Wallet,Balance,Type,,Wallet,Balance,,,,,,,,
0xE150Ddc62858721E99040F1BcB0271040f204F9b,3.80227129,,,0xdB19555BE6b11dA29b4DBB8D977Db92fBED4407c,0.965505909,,,,,,,1571, 0xCd8Eddd0A27047D53D65f23D483A8A169D54526B
0x841722B7f8E80424742AE4B9537645DdcAA05baf,3.671401444,,,0x21373fA7B22FF7492F1a1909f4e87706C1258dEA,0.929903068,,,,,,,2461, 0x60eD33735C9C29ec2c26B8eC734e36D5B6fa1EAB
0x0AE57350662045c32B34f3b1E70C36E4EF1502E2,3.659610623,,,0x795ae2Deb3109f766cE1D5284e30a477c016dbeF,0.901744997,,,,,,,19731, 0xa8bd174385B14F880F8b7F06894Cc1bF265Db32e
0x4c5D7362FeCDC756e12fF5c7C0FEFB42228bDC4F,3.597286843,,,0x68DEb97E36275fe189f4d9db80e53aA96B17a04c,0.898366878,,,,,,,7247, 0x2a08fEcB8AC932cb7d3f6A3A0e434a4B9968DD56
0x1c163f698c45aEcdadCfCE86d5Ccd2A5D74e2989,3.168672975,,,0x6C78583d25A1bb5C39A87c7BDe2cCC82870277A4,0.804666371,,,,,,,22514, 0x60eD33735C9C29ec2c26B8eC734e36D5B6fa1EAB
0xe69C2f976bdF4Eb965f4807C03eedF810Fe7C97A,2.988243413,,,0x22afACf0338dB23D9DEE2ECE5399ec6b24ac8Ab4,0.803735839,,,,,,,13923, 0x156E6C5a2Fac34bB2Fcf2Ac1bbAA0E75BDE3aC4F
0xb76951378Af8c5eBc1c93D0A41Cc902ed19E729a,2.98807111,,,0xD15eF7Db60B1bbf54D0C9c56496f118adD9Ed02b,0.798317306,,,,,,,10334, 0xB9301C0001065de513aA0cf1bAea9efB58A2E775
0xcd950256f924a0Eadb6B705f7A43EDF1F67C92Fa,2.98619851,,,0x5D98609F4a43ED4d36DAe38A58365B352109C7a6,0.768188465,,,,,,,9029, 0xaE74D4Af5310170f8B2c0227B0C8CA70c8E2C78F
0x52432473144056FE91Aeae9240aD21e6B8213440,2.761160242,,,0x968f1d35f721606d8079e42670b6D153CD4626F6,0.764918101,,,,,,,7385, 0x17a3831B39cc557296d0C322f9C2D42C0b3A8F3f
0x656ff4527625b80c1516414fd0F965e6d24Acbb8,2.690164548,,,0x6DEaC69777aFb8C27f24179AC5EB1795899b42C7,0.739764337,,,,,,,24932, 0xae5b56ca47E84b6c749E0454680C4161B9DA9790
0x763c823E2bdd66538C85736B1784031Fa4d993F6,2.462574468,,,0xD4b1a5c065C53D89fA2018f17aD6396DE87a390d,0.717961687,,,,,,,19171, 0xd757f002d43DcB8dB9A4E43A8350Aa8cCcdC4e4f
0xea25220Caf98e0097fB8401d8A44e2d4f2CEf093,2.428975869,,,0x6bdf6D03328e04Cf4E5079eA347e0c413AfcdF63,0.591402627,,,,,,,17684, 0xa33Aa58FD2795eA89a84C19CACDad50915194980
0xED3dB70381c81E349d55f14bf0A333cB140f948D,2.420540833,,,0x03aD93E9F86e7D1AF7603D968db5898110091Fc8,0.562403193,,,,,,,16700, 0x8E3d6c8F591d73eBcF79810ebC4b3aDF829d2fB6
0x40Ac62d5AA80cEddAB0de954C29bD62C75D514D2,2.368334885,,,0x9f32B5A3A6A21dF1671c74372F18415CB3FCaca2,0.539128036,,,,,,,19528, 0xd281F988242C900d67fF2aafABe683B8004Ee778
0x9496FF29347f553ead1Df3E192Ca4e358B788DBF,2.05663196,,,0x4dAE5b5bf3dC068BDFEC47b8B402AFf28fe6707F,0.53805303,,,,,,,14056, 0x8E3d6c8F591d73eBcF79810ebC4b3aDF829d2fB6
0x65D3FeBC3112cef66BE36df9A62Ac0f94079BD42,1.998294905,,,0x51195e21BDaE8722B29919db56d95Ef51FaecA6C,0.5,,,,,,,23752, 0x9289e0156d908EDBfa616bc08f99b0AD77a55e05
0x87a78919AdC0A79303940418A9C35AD7A5F31561,1.998294905,,,0x010afb8548a5D1a3a3D62f58CA0a5A1329974206,0.49453491,,,,,,,6677, 0x17a3831B39cc557296d0C322f9C2D42C0b3A8F3f
0x408674FC7fd6654b345b2331bDE6336Ab3ea10A3,1.977929211,,,0x212607B0B98e8b81CF7127858491f00a9aa9e382,0.493833957,,,,,,,19695, 0x9289e0156d908EDBfa616bc08f99b0AD77a55e05
0x412d8b26380A3e10580dfb5db7bD36DAf462e8cd,1.969777285,,,0x2Fa01bA633C555F5B9452227153E5619C92316DD,0.448248974,,,,,,,7407, 0x60c4ae0EE854a20eA7796a9678090767679B30FC
0x68cabDC7A6756e2a00e7C27078f34CdAFde4Fd5C,1.916803655,,,0x10752aE123f8F65ee7609B336C77bb941C584bBA,0.443212275,,,,,,,21556, 0x77427023E70Cafd983dABaF3488D8D83ECB15b96
0x3Fc3E6514fD4925f55fB3Ae17bbfbca2eb126608,1.761921044,,,0xC43c932Afd7046d2b608405B6edc0F4E03F990Ba,0.426935711,,,,,,,16456, 0x43FF4C088df0A425d1a519D3030A1a3DFff05CfD
0x3b486D3B5DedD0f87C6A58A2217CDC305Cd43a1b,1.740762878,,,0xc6B513084DCc71cC9814DC05Acba0001d17D7512,0.362142856,,,,,,,18627, 0x156E6C5a2Fac34bB2Fcf2Ac1bbAA0E75BDE3aC4F
0xC5aFc3a0F462C5a387393421b6A253204a3Be8D2,1.712007882,,,0x352aC32C9663FB7CAAC363F77B121c34D9ACb420,0.300419815,,,,,,,23658, 0x9289e0156d908EDBfa616bc08f99b0AD77a55e05
0x4734e2F2d5C314DAd4ab38403B56dc0c48d2e5A4,1.651512486,,,0x3F2c32b452c235218d6e1c3988E4B1F5F74afD4a,0.251701716,,,,,,,24384, 0x8E3d6c8F591d73eBcF79810ebC4b3aDF829d2fB6
0xDA9890c4d573fe27f79C0665ae7E740c6a11412F,1.566640287,,,0xD4a03c25885cFD9560fB59e72bA6aa34144d7433,0.25,,,,,,,10975, 0x48AacA81C945e1E84da4d662E0De579522BEF4C6
0x995b14DAdC423C93C816D3A96d392A0a3F203304,1.529929742,,,0xbA2010e19Fa7CA59982A70Ff957E1F14C03E2AEB,0.162124067,,,,,,,19838, 0xF0Bc763e0A6AF4784a36fa102220FF60eC651f9e
0x6256f45198Fb506188cE154dC083ae568160B98f,1.208442533,,,0x5317Ef9170f26112FBA458958889C15Af78dfCf7,0.158436129,,,,,,,22159, 0x8E3d6c8F591d73eBcF79810ebC4b3aDF829d2fB6
0xF0Bc763e0A6AF4784a36fa102220FF60eC651f9e,1,,,0xCBf382B27fd7Ef5729EA350a68E44b83e89756f7,0.147874788,,,,,,,2296, 0xCeeC48581B3145a575508719f45da07dc57fA7ce
0x89B123439A9FB0E03C028Ff57d8bc0fc444A7008,1,,,0xe2E0ce6A344E6E4f2811C430d1827Ff66c6417E9,0.119529829,,,,,,,14115, 0xa33Aa58FD2795eA89a84C19CACDad50915194980
0x23a057A8289B8E636905cb9eE46b791Ab1AB5f63,0.992183898,,,0xCeeC48581B3145a575508719f45da07dc57fA7ce,0.100681511,,,,,,,20141, 0x5f9CE0c2804AF2a678D33E3617eE829c00EF6Be0
0x8C6d52329C31820F9f3Cf468E29309F9848f7942,0.985592981,,,0xa2326dE0F8209Eb1B11c85D015cb4e8812E01243,0.098718426,,,,,,,24469, 0x9289e0156d908EDBfa616bc08f99b0AD77a55e05
0x29F4BC513421e123fd9A8cd4C159E40405eA02FE,0.985251058,,,0x8DECE035358D2604896c81b82c3ab6FfF3596388,0.09711115,,,,,,,14380, 0xAb2e11C99D8830D5d9B2494A565c974595e39eef
0x602035B834247f7d187dE72571F900608088096c,0.984940184,,,0x783FF1952E1D8bd4A9d60D579F92cbC4b8c6ec4d,0.070871304,,,,,,,12263, 0x2848b9f2D4FaEBaA4838c41071684c70688B455d
0xE71F283e265352c72C250F9A292ABB905EBF4b3A,0.984930582,,,0xfcB10582215d7fa7e65d6B31dB47380056EEF65E,0.066345965,,,,,,,14491, 0xdf631777df4DebcBcd647e85bdcB868b43663BA0
0x650c1E71fD009DBD8344BB63a8727b538397B5D3,0.984846293,,,0x5d5D7CA38EB488F49DD700c786a1b7Baa31b4486,0.063524631,,,,,,,24392, 0x8E3d6c8F591d73eBcF79810ebC4b3aDF829d2fB6
0xa499Df2Bdae854093e5576c26C9e53E1b30d25E5,0.983385166,,,0xc8728Ae130381EB77Fc9a8b715564B00e83E19Df,0.038946297,,,,,,,290, 0x60c4ae0EE854a20eA7796a9678090767679B30FC
0xe00EaA2787a8830A485153b7Bf508Bc781E4A220,0.974674721,,,0x0630717c9c6baEAbd2b0852e09dF08FEbAcCd227,0.013890117,,,,,,,16586, 0xE4ea40377D1ecA80c5F6D060A18528f3f73b2B61
0xdB19555BE6b11dA29b4DBB8D977Db92fBED4407c,0.965505909,,,0x9C330a97c3DD093F4b514aF6CC2f531AC0Cb084b,0.009986119,,,,,,,24869, 0x8E3d6c8F591d73eBcF79810ebC4b3aDF829d2fB6
0x21373fA7B22FF7492F1a1909f4e87706C1258dEA,0.929903068,,,0x76A5Df896413F3B566d07da5AF44326C0f54a25b,0.009780973,,,,,,,2670, 0x79bF225FBfd40f78B1878A6d1EeC1Bb03dF92AeB
0x795ae2Deb3109f766cE1D5284e30a477c016dbeF,0.901744997,,,0x750d8974E04eB5490Fb8E232972a36E5d6B153cb,0.009633044,,,,,,,13286, 0xbfD82bD44b3DF57B26e29770D0c8f1690f1c49F1
0x68DEb97E36275fe189f4d9db80e53aA96B17a04c,0.898366878,,,0x38dAEa6f17E4308b0Da9647dB9ca6D84a3A7E195,0.009486262,,,,,,,2083, 0x54966bA0beF2e7aC9E3fD83c7e44C5Fd47B4d8e9
0xFA7Bd4B2b8Ec60b35d881131f71D364A76cAd888,0.861519873,,,0x9DA27A8692A96F1002c548DFcD9381E6157De4E7,0.008991265,,,,,,,23485, 0x9f32B5A3A6A21dF1671c74372F18415CB3FCaca2
0x6C78583d25A1bb5C39A87c7BDe2cCC82870277A4,0.804666371,,,0x2c640AC98E293Daa246F98D2828E328A06FA6936,0.008971424,,,,,,,19026, 0x9289e0156d908EDBfa616bc08f99b0AD77a55e05
0x22afACf0338dB23D9DEE2ECE5399ec6b24ac8Ab4,0.803735839,,,0xE352B26D34E303e3fAFe8BbF19746a618dB91a4C,0.008897152,,,,,,,17853, 0x1d4ddCB0E96d99f417919Bc9c94b8348Dc837A32
0x5AA59e166E4405C05ABF85AD44A8ED84A1d51a06,0.802963764,,,0x6B3bE6C88C8875168c694e57E62d1dE554Ee6902,0.008776539,,,,,,,225, 0x60c4ae0EE854a20eA7796a9678090767679B30FC
0xD15eF7Db60B1bbf54D0C9c56496f118adD9Ed02b,0.798317306,,,0x02AEe0CE756fa0157294Ff3Ff48c1Dd02ADCCF04,0.008389928,,,,,,,9316, 0xb76951378Af8c5eBc1c93D0A41Cc902ed19E729a
0x1c9674667D8468204452c52D610a0883E97C22aD,0.79066389,,,0x3813f37d9f24190174B2517d955F691cB643bDbe,0.007244199,,,,,,,13001, 0xa5f695d845Fee3aca1932Bee84f34A2485603b02
0x5D98609F4a43ED4d36DAe38A58365B352109C7a6,0.768188465,,,0x3172aee5e0B47bB23e87db93327F58E06e6A73B6,0.006748479,,,,,,,10752, 0xd281F988242C900d67fF2aafABe683B8004Ee778
0x968f1d35f721606d8079e42670b6D153CD4626F6,0.764918101,,,0x56f820BC0bB5326C74b804CEbAA37C3EE7524f8E,0.006331326,,,,,,,11257, 0xE4ea40377D1ecA80c5F6D060A18528f3f73b2B61
0x6DEaC69777aFb8C27f24179AC5EB1795899b42C7,0.739764337,,,0x10904e913f025d0DFe119D0D68A43c4754BB24d6,0.00590331,,,,,,,4683, 0xa33Aa58FD2795eA89a84C19CACDad50915194980
0xD4b1a5c065C53D89fA2018f17aD6396DE87a390d,0.717961687,,,0xD63946B12168E53c1E032492a3A24Ba96F8bF26c,0.005033951,,,,,,,17686, 0xe7cBB8D73E5ca000816910f100D60b5Fe33588f7
0xF036e411717bf8E123c245Ff5A7604DABE0Ab1ca,0.654254641,,,0xadC045001169071580ad97aF8cF5efB7f235A719,0.005027518,,,,,,,10920, 0x6021DB23296793f8D1e9CdF710b29356DAD1f4A5
0x6794BDa8e07FAA690d6924B259992Ed354aeC9Bb,0.653992235,,,0x5ecf70427aA12Cd0a2f155acbB7d29e7d15dc771,0.005021192,,,,,,,5864, 0xf2B9ec5724dC97362A53907c0b4cc0AA72369e63
0x6bdf6D03328e04Cf4E5079eA347e0c413AfcdF63,0.591402627,,,0x89A1145FCCAC1a2a9350eC1A4A486E4458D26274,0.00493676,,,,,,,17928, 0xc0AFEF712a1341cA78dA145B2AFAd346E8C3574F
0x03aD93E9F86e7D1AF7603D968db5898110091Fc8,0.562403193,,,0xfD9A9bCb6A7f3a26b7D0dE1Cb80458395429cc41,0.00455088,,,,,,,24588, 0x60c4ae0EE854a20eA7796a9678090767679B30FC
0x9f32B5A3A6A21dF1671c74372F18415CB3FCaca2,0.539128036,,,0x5F8C61DDf6a4d971866c5923409293fc36A6041a,0.004376346,,,,,,,3272, 0x5477729b43A0A9beA8c41367C62e7864123B57d8
0x4dAE5b5bf3dC068BDFEC47b8B402AFf28fe6707F,0.53805303,,,0x63b79704DCB7FbA6Ca46baEa3DB68639924A41DF,0.003817512,,,,,,,22104, 0x6021DB23296793f8D1e9CdF710b29356DAD1f4A5
0x51195e21BDaE8722B29919db56d95Ef51FaecA6C,0.5,,,0x9fBD237a72292a475D6470b7bE99a9c237D28fdA,0.003725574,,,,,,,14074, 0x6021DB23296793f8D1e9CdF710b29356DAD1f4A5
0x010afb8548a5D1a3a3D62f58CA0a5A1329974206,0.49453491,,,0x8D0734865F984374435d5E9f814a9704fdc51a64,0.002915625,,,,,,,24957, 0xd281F988242C900d67fF2aafABe683B8004Ee778
0x212607B0B98e8b81CF7127858491f00a9aa9e382,0.493833957,,,0x7909759B82EB27aB3Cc886C5f3fCE3A72a565b39,0.002164075,,,,,,,3750, 0x1B3c00A967aA935100342eCdf38198E21De1a1CF
0x2Fa01bA633C555F5B9452227153E5619C92316DD,0.448248974,,,0x262336fd3Eda533826Aa4c92C9f23563f9F90693,0.001445306,,,,,,,20680, 0xb4D502361a3c6f823EEb9A99Af09E110382206ee
0x10752aE123f8F65ee7609B336C77bb941C584bBA,0.443212275,,,0xD8d462958Fe3194cAbb95d502F1Ad7ddcF7E0558,0.001304823,,,,,,,24881, 0xf2B9ec5724dC97362A53907c0b4cc0AA72369e63
0xC43c932Afd7046d2b608405B6edc0F4E03F990Ba,0.426935711,,,0x5EeDe1C45E4401d7D95E55446dAd71B511328534,0.001096238,,,,,,,18534, 0xC76b85Cd226518DAF2027081dEfF2Eac4Cc91a00
0xE08Fd80d7D0593a616c01A3F2A17bdC3206c71b4,0.367369847,,,0x70D0082Ef7F8aDaD12777edDAeB447f3052F74dC,0.001019368,,,,,,,21122, 0x6021DB23296793f8D1e9CdF710b29356DAD1f4A5
0xc6B513084DCc71cC9814DC05Acba0001d17D7512,0.362142856,,,0xdCDc977e90Ad7980d8BbA4090dbB0EB70530B845,0.000902776,,,,,,,5935, 0x2f08D099C60823Ce5955e747909D216dCBC9bF21
0x352aC32C9663FB7CAAC363F77B121c34D9ACb420,0.300419815,,,0xBfBD59C39f83068Ebe8EF181B927B85400222292,0.000578818,,,,,,,12116, 0x6021DB23296793f8D1e9CdF710b29356DAD1f4A5
0xaaD8F4b64EdDa413ab113FDb475Be706e2503478,0.286314383,,,0x31426Feb31a80bDf5EBf7150DdB1e437a3d2346f,0.000525434,,,,,,,22421, 0x6021DB23296793f8D1e9CdF710b29356DAD1f4A5
0x3F2c32b452c235218d6e1c3988E4B1F5F74afD4a,0.251701716,,,0xa53c56EE83B2f0Cf3D00B360FF79eAd4d7A3a663,0.000315141,,,,,,,20687, 0xc0719b1040f7f8e904A6509F99335656C1d881eD
0xD4a03c25885cFD9560fB59e72bA6aa34144d7433,0.25,,,0x54c053F4127b6bA19BACDd7bBF45646D95CaE49b,9.8015E-05,,,,,,,14020, 0x2e48Ec0Bb013e7FDbF319E1A2795035204954B0f
0xbA2010e19Fa7CA59982A70Ff957E1F14C03E2AEB,0.162124067,,,0xD8dB8f3369EFAFb47175e9078B83D6C4f724BD5d,9.73331E-05,,,,,,,11638, 0x6021DB23296793f8D1e9CdF710b29356DAD1f4A5
0x8565faab405b06936014C8b6bD5Ab60376Cc051B,0.161308431,,,0xd30126cDd9BbB338E0ca5A8d504B2EC2d43488c7,9.69852E-05,,,,,,,22749, 0xDf11ecc93C21AdAb5e7BF1eB1EAd5C4f440e6899
0x5317Ef9170f26112FBA458958889C15Af78dfCf7,0.158436129,,,0x46b512b6546675024e09c286a3Ab38Ce21195F6f,9.59115E-05,,,,,,,18939, 0x6fcf9D80e2b597F4B3FA764b5626F573a9Fc93D3
0xCBf382B27fd7Ef5729EA350a68E44b83e89756f7,0.147874788,,,0xbFf36B0e434F7DDd28c523571c3B9F93f60132F6,9.55982E-05,,,,,,,12285, 0xaA983Fe498c300094B708c3B48deDE9bd91A0183
0xe2E0ce6A344E6E4f2811C430d1827Ff66c6417E9,0.119529829,,,0xDE35ebaAbc73ac403Fb5ac238b8b3FdF6Db4bF79,9.50738E-05,,,,,,,4159, 0xacEB122F86EB1AaBdfc9f9149c9011dF537f83Ca
0xa499Df2Bdae854093e5576c26C9e53E1b30d25E5,0.1010363,,,0x94046B4000fefc937F9AE219E2d92bf44A36393E,9.3798E-05,,,,,,,11514, 0x9289e0156d908EDBfa616bc08f99b0AD77a55e05
0xCeeC48581B3145a575508719f45da07dc57fA7ce,0.100681511,,,0x552398406EAf406c6a9A52c7D7D3C601E588Dc98,9.32549E-05,,,,,,,21063, 0x329c54289Ff5D6B7b7daE13592C6B1EDA1543eD4
0xa2326dE0F8209Eb1B11c85D015cb4e8812E01243,0.098718426,,,0x0224b2311d5968fA00a42103788b2F4CCd0651aD,9.26683E-05,,,,,,,7192, 0xbD6F5BdC401AB1Ca811e40755f4A2ddAd75cE2cc
0x8DECE035358D2604896c81b82c3ab6FfF3596388,0.09711115,,,0x4E90C3113041948F9e224dCec76c666e5A0DE1A0,9.25978E-05,,,,,,,8889, 0x17a3831B39cc557296d0C322f9C2D42C0b3A8F3f
0x783FF1952E1D8bd4A9d60D579F92cbC4b8c6ec4d,0.070871304,,,0x7D3E4e3B30572B3a0b28b2B8CC9FdDD2Bd77cd5d,9.22547E-05,,,,,,,2091, 0x60c4ae0EE854a20eA7796a9678090767679B30FC
0xfcB10582215d7fa7e65d6B31dB47380056EEF65E,0.066345965,,,0x0ed2442C03091BD58Cf49710D793a634FF695B7d,9.11362E-05,,,,,,,22980, 0xdf631777df4DebcBcd647e85bdcB868b43663BA0
0x5d5D7CA38EB488F49DD700c786a1b7Baa31b4486,0.063524631,,,0x507F0F88f638AA8a9b26a954A1e0aB680F663D4a,9.08733E-05,,,,,,,12798, 0x17a3831B39cc557296d0C322f9C2D42C0b3A8F3f
0xF381896eb9280dCb2099523149D42F7b1Ed43E9A,0.059348769,,,0xd4e42e41FCa01464d36a44ACAb98D2aA1447e8f4,8.99751E-05,,,,,,,17899, 0x2bD7716Ce2c43B9c0D58982F5BAC67633bf2E7dC
0x8CbF96319b3C56d50a7C82EFb6d3c46bD6f889Ba,0.044182,,,0xdAE2230E4D2eE5076D08C850759A19D6526baE89,8.98947E-05,,,,,,,22322, 0xF17fAf9978B2F0087E6c78553Ede42D15abF76c5
0xc8728Ae130381EB77Fc9a8b715564B00e83E19Df,0.038946297,,,0x64931189b070Fc7C8c80839C8a2d9a10b83082AB,8.9323E-05,,,,,,,18511, 0x6021DB23296793f8D1e9CdF710b29356DAD1f4A5
0x0630717c9c6baEAbd2b0852e09dF08FEbAcCd227,0.013890117,,,0x9Cf3B9716eb5AC0B8c4e8915796ADB3f478aB0e9,8.82617E-05,,,,,,,18359, 0x6021DB23296793f8D1e9CdF710b29356DAD1f4A5
0x9C330a97c3DD093F4b514aF6CC2f531AC0Cb084b,0.009986119,,,0x2f51Dab960018056D29fD485FC871eF78A6b41d7,8.69784E-05,,,,,,,13060, 0x6021DB23296793f8D1e9CdF710b29356DAD1f4A5
0x76A5Df896413F3B566d07da5AF44326C0f54a25b,0.009780973,,,0x13703F43D5AaE2b1032DA92E07415Ae79839930D,8.68335E-05,,,,,,,17436, 0x6021DB23296793f8D1e9CdF710b29356DAD1f4A5
0x7af4922fc22037D573e889201bE7C38E42f22220,0.009679747,,,0x2D5fb2F4ba7CF302028ED417c16f22A76b835a51,8.67514E-05,,,,,,,23594, 0x6021DB23296793f8D1e9CdF710b29356DAD1f4A5
0x750d8974E04eB5490Fb8E232972a36E5d6B153cb,0.009633044,,,0x941a95E58A293f1D8b5b43dFBdE07569ca96Bd90,8.55494E-05,,,,,,,12060, 0x76A5Df896413F3B566d07da5AF44326C0f54a25b
0x38dAEa6f17E4308b0Da9647dB9ca6D84a3A7E195,0.009486262,,,0x841D4Ff88010194DC7d4370E3Ae94bE1B4caa573,8.50666E-05,,,,,,,20595, 0x6021DB23296793f8D1e9CdF710b29356DAD1f4A5
0x9DA27A8692A96F1002c548DFcD9381E6157De4E7,0.008991265,,,0x2c628914A9C4809C4A6AaBff889851444F64e457,8.41758E-05,,,,,,,16538, 0xE4ea40377D1ecA80c5F6D060A18528f3f73b2B61
0x2c640AC98E293Daa246F98D2828E328A06FA6936,0.008971424,,,0x178379B4BbA3B5ACab18BEbb9E03abBd899827F8,8.3993E-05,,,,,,,20431, 0xd757f002d43DcB8dB9A4E43A8350Aa8cCcdC4e4f
0xE352B26D34E303e3fAFe8BbF19746a618dB91a4C,0.008897152,,,0x0E0934c9cB01a700B2e849E4b80c85ca93939C9D,8.22E-05,,,,,,,3331, 0x8886DcA35291F05Ed5d8e21F083998EA8dcEB50f
0xF17fAf9978B2F0087E6c78553Ede42D15abF76c5,0.008891018,,,0x59F76c18a614085E16A0B9e8455b8999f76b0DCa,8.1883E-05,,,,,,,14015, 0xe023d9eaD98a431A88E913629599884839cDF92f
0x6B3bE6C88C8875168c694e57E62d1dE554Ee6902,0.008776539,,,0x5Fc75cbbCdDf4398c5c2949a5736e299C1440576,8.13309E-05,,,,,,,17642, 0x505d867c40931Bf56393F23CFA766fff8FA406e3
0x02AEe0CE756fa0157294Ff3Ff48c1Dd02ADCCF04,0.008389928,,,0x1A920434d3E1320cb1806e14b9939499d8Fc8e56,8.10261E-05,,,,,,,12195, 0x9080196182F77B89BB5B0EeE3Ddb48cFA716c4c3
0x60523Cd3F5CF0061C6f042545371Fa6ff8cD397B,0.007985443,,,0x09949281E3247d8901Be507d32Ac8D8e12242a21,8.07133E-05,,,,,,,13775, 0x6021DB23296793f8D1e9CdF710b29356DAD1f4A5
0x3813f37d9f24190174B2517d955F691cB643bDbe,0.007244199,,,0xEc23615309Aa1F56d5D01647E9C5d562Ff375Ba0,8.02418E-05,,,,,,,4817, 0xbD6F5BdC401AB1Ca811e40755f4A2ddAd75cE2cc
0x3172aee5e0B47bB23e87db93327F58E06e6A73B6,0.006748479,,,0x90C341b5aF48Eb1777cDc2C985b547A8eb9Ea9da,7.88958E-05,,,,,,,9655, 0x02AEe0CE756fa0157294Ff3Ff48c1Dd02ADCCF04
0x9942796AfeFEa0C2C651b80fA0024B46F5827506,0.006588206,,,0x0BadB8176949ADD8582BEBfcb73777f2B02dA671,7.87482E-05,,,,,,,16635, 0xd281F988242C900d67fF2aafABe683B8004Ee778
0x56f820BC0bB5326C74b804CEbAA37C3EE7524f8E,0.006331326,,,0x9993AB06c1eDC0FdeA706b1F6F6359c0c1EC5E5b,7.84796E-05,,,,,,,15423, 0x2848b9f2D4FaEBaA4838c41071684c70688B455d
0x10904e913f025d0DFe119D0D68A43c4754BB24d6,0.00590331,,,0xf85ea6Bb6C717e733e91760f19D5f4AC382eeeD5,7.64103E-05,,,,,,,10285, 0x6021DB23296793f8D1e9CdF710b29356DAD1f4A5
0xD63946B12168E53c1E032492a3A24Ba96F8bF26c,0.005033951,,,0xBD6b15B9bA9224e0993dc8371CC705218076A188,7.63199E-05,,,,,,,3179, 0xbb73548A0e6F839fb58e9D59969Ba6AEdEcDF5f1
0xadC045001169071580ad97aF8cF5efB7f235A719,0.005027518,,,0x7f462f3565052f6444589f4C394443a9E84f5592,7.50588E-05,,,,,,,18500, 0x6021DB23296793f8D1e9CdF710b29356DAD1f4A5
0x5ecf70427aA12Cd0a2f155acbB7d29e7d15dc771,0.005021192,,,0xD5B3D2A4fac2372CeB7E84ed23bE44AEb201F7FE,7.07516E-05,,,,,,,21833, 0x17a3831B39cc557296d0C322f9C2D42C0b3A8F3f
0x89A1145FCCAC1a2a9350eC1A4A486E4458D26274,0.00493676,,,0x7989E741E0859b8C46475424c1a4A95D7F91Eea3,7.04064E-05,,,,,,,6124, 0xE4E98E007e5A4A5a73a4BA2254efEaaE131CbC04
0xfD9A9bCb6A7f3a26b7D0dE1Cb80458395429cc41,0.00455088,,,0x5C76C15A73f4C45ce64aD6871E91f487301F0D33,6.98588E-05,,,,,,,14485, 0xE4ea40377D1ecA80c5F6D060A18528f3f73b2B61
0x5F8C61DDf6a4d971866c5923409293fc36A6041a,0.004376346,,,0x789C552F1F3ac2FaA8fbD901CF4C3FD3b45C1A66,6.86871E-05,,,,,,,17484, 0xE4ea40377D1ecA80c5F6D060A18528f3f73b2B61
0x63b79704DCB7FbA6Ca46baEa3DB68639924A41DF,0.003817512,,,0x288d3b021202293788d76F76947C74a65450374C,6.82484E-05,,,,,,,11489, 0x6021DB23296793f8D1e9CdF710b29356DAD1f4A5
0x9fBD237a72292a475D6470b7bE99a9c237D28fdA,0.003725574,,,0xEFC5cA62315Da3FE31d6e82FD826594aAFC99F7d,6.74069E-05,,,,,,,12317, 0x6021DB23296793f8D1e9CdF710b29356DAD1f4A5
0x36eFd9914d30b16575429516bfFf0f196062DCe9,0.003645911,,,0xbA431c3f9B6dFB27450616506B330E3Dd5f72E0a,6.6711E-05,,,,,,,17540, 0xaA983Fe498c300094B708c3B48deDE9bd91A0183
0xe7ef5F4803E85f91871Bc8f4a609b954F2112ac9,0.003360581,,,0xd949B19355f86cED38aAa7B58630404aC46e9B7b,6.66761E-05,,,,,,,20576, 0xF17fAf9978B2F0087E6c78553Ede42D15abF76c5
0x8D0734865F984374435d5E9f814a9704fdc51a64,0.002915625,,,0xaFB2735179C625dD1D199b415a88A32C5D0fcCCE,6.5435E-05,,,,,,,19759, 0xd281F988242C900d67fF2aafABe683B8004Ee778
0x7909759B82EB27aB3Cc886C5f3fCE3A72a565b39,0.002164075,,,0x5bb504E6f93E19C806d19083a8EC31d0D1e16856,6.43486E-05,,,,,,,3230, 0x735DDe08A1D36939DA610CE5B7b9688db97234Bf
0x07A009e9E98649Bff954cf3032ceB3E21E020f49,0.002072372,,,0x5CD4EF55C339ef01f79f494c0a568df90699Aa22,6.32638E-05,,,,,,,8974, 0x17a3831B39cc557296d0C322f9C2D42C0b3A8F3f
0xDc01F5c0300d3Cdee505A04D633B71269Af18421,0.001715462,,,0xc0C3a547231ea6aeBC543826bC55895B015467b3,6.14696E-05,,,,,,,14520, 0xC68C8452be34032ab999787796AE0fAaf071e054
0xa1BbD8D39eD536DEa030A32F3F6C5916C845A800,0.001574186,,,0x2b734fa9B33CE0FaEbF93Ee0FAcA874b15BEB2cA,6.1197E-05,,,,,,,12571, 0xd281F988242C900d67fF2aafABe683B8004Ee778
0x262336fd3Eda533826Aa4c92C9f23563f9F90693,0.001445306,,,0xd96933b4Cc618835e5AC85C39dc14D4f7C764BB8,6.11379E-05,,,,,,,10500, 0xCe9332f4d44e9Efccc64f88C9bD23E288c0ae5a2
